ImageA,ImageB,Match_Unmatch
Siamese\ATT_Data\s19\6.pgm,Siamese\ATT_Data\s19\8.pgm,1
Siamese\ATT_Data\s29\3.pgm,Siamese\ATT_Data\s29\3.pgm,1
Siamese\ATT_Data\s8\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s9\5.pgm,Siamese\ATT_Data\s9\1.pgm,1
Siamese\ATT_Data\s16\9.pgm,Siamese\ATT_Data\s16\10.pgm,1
Siamese\ATT_Data\s14\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s28\6.pgm,Siamese\ATT_Data\s28\8.pgm,1
Siamese\ATT_Data\s12\1.pgm,Siamese\ATT_Data\s12\8.pgm,1
Siamese\ATT_Data\s10\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s20\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s14\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s7\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s22\6.pgm,Siamese\ATT_Data\s22\8.pgm,1
Siamese\ATT_Data\s22\9.pgm,Siamese\ATT_Data\s22\4.pgm,1
Siamese\ATT_Data\s7\3.pgm,Siamese\ATT_Data\s7\10.pgm,1
Siamese\ATT_Data\s25\4.pgm,Siamese\ATT_Data\s25\5.pgm,1
Siamese\ATT_Data\s7\6.pgm,Siamese\ATT_Data\s7\2.pgm,1
Siamese\ATT_Data\s25\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s16\1.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s22\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s35\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s18\5.pgm,Siamese\ATT_Data\s18\4.pgm,1
Siamese\ATT_Data\s3\2.pgm,Siamese\ATT_Data\s3\7.pgm,1
Siamese\ATT_Data\s4\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s11\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s8\10.pgm,Siamese\ATT_Data\s8\7.pgm,1
Siamese\ATT_Data\s3\4.pgm,Siamese\ATT_Data\s3\4.pgm,1
Siamese\ATT_Data\s2\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s3\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s20\7.pgm,Siamese\ATT_Data\s20\2.pgm,1
Siamese\ATT_Data\s17\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s7\4.pgm,Siamese\ATT_Data\s7\7.pgm,1
Siamese\ATT_Data\s2\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s32\7.pgm,Siamese\ATT_Data\s32\9.pgm,1
Siamese\ATT_Data\s30\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s14\2.pgm,Siamese\ATT_Data\s14\3.pgm,1
Siamese\ATT_Data\s30\1.pgm,Siamese\ATT_Data\s30\5.pgm,1
Siamese\ATT_Data\s17\5.pgm,Siamese\ATT_Data\s17\2.pgm,1
Siamese\ATT_Data\s35\7.pgm,Siamese\ATT_Data\s35\9.pgm,1
Siamese\ATT_Data\s27\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\7.pgm,Siamese\ATT_Data\s36\6.pgm,1
Siamese\ATT_Data\s25\2.pgm,Siamese\ATT_Data\s25\3.pgm,1
Siamese\ATT_Data\s35\7.pgm,Siamese\ATT_Data\s35\6.pgm,1
Siamese\ATT_Data\s7\1.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s23\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s8\6.pgm,Siamese\ATT_Data\s8\6.pgm,1
Siamese\ATT_Data\s10\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s29\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s23\9.pgm,Siamese\ATT_Data\s23\3.pgm,1
Siamese\ATT_Data\s32\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s35\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s4\6.pgm,Siamese\ATT_Data\s4\4.pgm,1
Siamese\ATT_Data\s21\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s5\3.pgm,Siamese\ATT_Data\s5\5.pgm,1
Siamese\ATT_Data\s27\8.pgm,Siamese\ATT_Data\s27\8.pgm,1
Siamese\ATT_Data\s36\3.pgm,Siamese\ATT_Data\s36\9.pgm,1
Siamese\ATT_Data\s27\5.pgm,Siamese\ATT_Data\s27\8.pgm,1
Siamese\ATT_Data\s32\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s16\8.pgm,Siamese\ATT_Data\s16\3.pgm,1
Siamese\ATT_Data\s37\1.pgm,Siamese\ATT_Data\s37\1.pgm,1
Siamese\ATT_Data\s15\4.pgm,Siamese\ATT_Data\s15\10.pgm,1
Siamese\ATT_Data\s7\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s16\9.pgm,Siamese\ATT_Data\s16\7.pgm,1
Siamese\ATT_Data\s26\7.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s39\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s13\5.pgm,Siamese\ATT_Data\s13\7.pgm,1
Siamese\ATT_Data\s14\10.pgm,Siamese\ATT_Data\s14\9.pgm,1
Siamese\ATT_Data\s21\5.pgm,Siamese\ATT_Data\s21\5.pgm,1
Siamese\ATT_Data\s18\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s31\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s29\5.pgm,Siamese\ATT_Data\s29\1.pgm,1
Siamese\ATT_Data\s17\10.pgm,Siamese\ATT_Data\s17\10.pgm,1
Siamese\ATT_Data\s9\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s35\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s26\7.pgm,Siamese\ATT_Data\s26\4.pgm,1
Siamese\ATT_Data\s15\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s37\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s32\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s28\7.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s19\4.pgm,Siamese\ATT_Data\s19\6.pgm,1
Siamese\ATT_Data\s9\6.pgm,Siamese\ATT_Data\s9\3.pgm,1
Siamese\ATT_Data\s18\1.pgm,Siamese\ATT_Data\s18\5.pgm,1
Siamese\ATT_Data\s29\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s37\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s28\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s13\4.pgm,Siamese\ATT_Data\s13\7.pgm,1
Siamese\ATT_Data\s40\5.pgm,Siamese\ATT_Data\s40\9.pgm,1
Siamese\ATT_Data\s39\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s22\1.pgm,Siamese\ATT_Data\s22\8.pgm,1
Siamese\ATT_Data\s38\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s23\5.pgm,Siamese\ATT_Data\s23\4.pgm,1
Siamese\ATT_Data\s33\1.pgm,Siamese\ATT_Data\s33\5.pgm,1
Siamese\ATT_Data\s20\9.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s26\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s3\8.pgm,Siamese\ATT_Data\s3\7.pgm,1
Siamese\ATT_Data\s27\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s31\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s27\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s2\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s34\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s36\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s9\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s28\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s35\1.pgm,Siamese\ATT_Data\s35\6.pgm,1
Siamese\ATT_Data\s5\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s21\4.pgm,Siamese\ATT_Data\s21\3.pgm,1
Siamese\ATT_Data\s24\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s24\9.pgm,Siamese\ATT_Data\s24\6.pgm,1
Siamese\ATT_Data\s12\1.pgm,Siamese\ATT_Data\s12\2.pgm,1
Siamese\ATT_Data\s17\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s11\2.pgm,Siamese\ATT_Data\s11\4.pgm,1
Siamese\ATT_Data\s13\2.pgm,Siamese\ATT_Data\s13\8.pgm,1
Siamese\ATT_Data\s11\1.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s5\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s20\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s38\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s31\3.pgm,Siamese\ATT_Data\s31\4.pgm,1
Siamese\ATT_Data\s24\8.pgm,Siamese\ATT_Data\s24\7.pgm,1
Siamese\ATT_Data\s13\1.pgm,Siamese\ATT_Data\s13\8.pgm,1
Siamese\ATT_Data\s5\5.pgm,Siamese\ATT_Data\s5\4.pgm,1
Siamese\ATT_Data\s22\7.pgm,Siamese\ATT_Data\s22\5.pgm,1
Siamese\ATT_Data\s36\1.pgm,Siamese\ATT_Data\s36\10.pgm,1
Siamese\ATT_Data\s18\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s14\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s25\8.pgm,Siamese\ATT_Data\s25\9.pgm,1
Siamese\ATT_Data\s9\1.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s1\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s25\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s28\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s5\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s5\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s18\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s21\9.pgm,Siamese\ATT_Data\s21\3.pgm,1
Siamese\ATT_Data\s38\1.pgm,Siamese\ATT_Data\s38\1.pgm,1
Siamese\ATT_Data\s24\4.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s32\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s29\1.pgm,Siamese\ATT_Data\s29\4.pgm,1
Siamese\ATT_Data\s37\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s10\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s12\9.pgm,Siamese\ATT_Data\s12\6.pgm,1
Siamese\ATT_Data\s14\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s6\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s10\1.pgm,Siamese\ATT_Data\s10\10.pgm,1
Siamese\ATT_Data\s5\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s7\7.pgm,Siamese\ATT_Data\s7\9.pgm,1
Siamese\ATT_Data\s1\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s23\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s23\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s11\1.pgm,Siamese\ATT_Data\s11\4.pgm,1
Siamese\ATT_Data\s13\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s18\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s37\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s16\3.pgm,Siamese\ATT_Data\s16\8.pgm,1
Siamese\ATT_Data\s18\7.pgm,Siamese\ATT_Data\s18\2.pgm,1
Siamese\ATT_Data\s14\6.pgm,Siamese\ATT_Data\s14\10.pgm,1
Siamese\ATT_Data\s39\5.pgm,Siamese\ATT_Data\s39\6.pgm,1
Siamese\ATT_Data\s36\5.pgm,Siamese\ATT_Data\s36\4.pgm,1
Siamese\ATT_Data\s8\4.pgm,Siamese\ATT_Data\s8\8.pgm,1
Siamese\ATT_Data\s5\5.pgm,Siamese\ATT_Data\s5\1.pgm,1
Siamese\ATT_Data\s29\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s12\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\8.pgm,Siamese\ATT_Data\s27\5.pgm,1
Siamese\ATT_Data\s36\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s15\1.pgm,Siamese\ATT_Data\s15\4.pgm,1
Siamese\ATT_Data\s32\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s4\3.pgm,Siamese\ATT_Data\s4\5.pgm,1
Siamese\ATT_Data\s20\5.pgm,Siamese\ATT_Data\s20\8.pgm,1
Siamese\ATT_Data\s18\4.pgm,Siamese\ATT_Data\s18\6.pgm,1
Siamese\ATT_Data\s15\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s1\6.pgm,Siamese\ATT_Data\s1\4.pgm,1
Siamese\ATT_Data\s11\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s28\4.pgm,Siamese\ATT_Data\s28\9.pgm,1
Siamese\ATT_Data\s32\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s7\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s31\7.pgm,Siamese\ATT_Data\s31\4.pgm,1
Siamese\ATT_Data\s19\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s7\6.pgm,Siamese\ATT_Data\s7\7.pgm,1
Siamese\ATT_Data\s16\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s37\2.pgm,1
Siamese\ATT_Data\s10\9.pgm,Siamese\ATT_Data\s10\6.pgm,1
Siamese\ATT_Data\s13\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s5\5.pgm,Siamese\ATT_Data\s5\7.pgm,1
Siamese\ATT_Data\s28\8.pgm,Siamese\ATT_Data\s28\8.pgm,1
Siamese\ATT_Data\s32\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s34\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s7\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s25\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s23\3.pgm,Siamese\ATT_Data\s23\4.pgm,1
Siamese\ATT_Data\s32\10.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s19\7.pgm,Siamese\ATT_Data\s19\6.pgm,1
Siamese\ATT_Data\s29\8.pgm,Siamese\ATT_Data\s29\4.pgm,1
Siamese\ATT_Data\s11\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s4\4.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s33\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s32\9.pgm,Siamese\ATT_Data\s32\7.pgm,1
Siamese\ATT_Data\s30\5.pgm,Siamese\ATT_Data\s30\8.pgm,1
Siamese\ATT_Data\s12\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s40\1.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s14\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s21\10.pgm,Siamese\ATT_Data\s21\9.pgm,1
Siamese\ATT_Data\s14\1.pgm,Siamese\ATT_Data\s14\9.pgm,1
Siamese\ATT_Data\s8\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s19\7.pgm,Siamese\ATT_Data\s19\8.pgm,1
Siamese\ATT_Data\s10\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s15\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s17\5.pgm,Siamese\ATT_Data\s17\3.pgm,1
Siamese\ATT_Data\s28\9.pgm,Siamese\ATT_Data\s28\5.pgm,1
Siamese\ATT_Data\s9\6.pgm,Siamese\ATT_Data\s9\4.pgm,1
Siamese\ATT_Data\s35\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s14\2.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s7\6.pgm,Siamese\ATT_Data\s7\9.pgm,1
Siamese\ATT_Data\s38\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s28\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s13\2.pgm,Siamese\ATT_Data\s13\4.pgm,1
Siamese\ATT_Data\s38\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s3\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s33\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s15\6.pgm,Siamese\ATT_Data\s15\4.pgm,1
Siamese\ATT_Data\s24\4.pgm,Siamese\ATT_Data\s24\6.pgm,1
Siamese\ATT_Data\s28\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s22\6.pgm,Siamese\ATT_Data\s22\9.pgm,1
Siamese\ATT_Data\s5\1.pgm,Siamese\ATT_Data\s5\3.pgm,1
Siamese\ATT_Data\s31\6.pgm,Siamese\ATT_Data\s31\8.pgm,1
Siamese\ATT_Data\s38\4.pgm,Siamese\ATT_Data\s38\10.pgm,1
Siamese\ATT_Data\s31\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s7\9.pgm,Siamese\ATT_Data\s7\8.pgm,1
Siamese\ATT_Data\s33\8.pgm,Siamese\ATT_Data\s33\4.pgm,1
Siamese\ATT_Data\s17\3.pgm,Siamese\ATT_Data\s17\3.pgm,1
Siamese\ATT_Data\s30\2.pgm,Siamese\ATT_Data\s30\5.pgm,1
Siamese\ATT_Data\s16\5.pgm,Siamese\ATT_Data\s16\10.pgm,1
Siamese\ATT_Data\s20\1.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s19\2.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s26\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s37\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s10\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\2.pgm,Siamese\ATT_Data\s36\6.pgm,1
Siamese\ATT_Data\s13\4.pgm,Siamese\ATT_Data\s13\5.pgm,1
Siamese\ATT_Data\s24\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s2\9.pgm,Siamese\ATT_Data\s2\3.pgm,1
Siamese\ATT_Data\s9\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s4\5.pgm,Siamese\ATT_Data\s4\3.pgm,1
Siamese\ATT_Data\s33\6.pgm,Siamese\ATT_Data\s33\5.pgm,1
Siamese\ATT_Data\s4\2.pgm,Siamese\ATT_Data\s4\2.pgm,1
Siamese\ATT_Data\s33\10.pgm,Siamese\ATT_Data\s33\7.pgm,1
Siamese\ATT_Data\s15\4.pgm,Siamese\ATT_Data\s15\9.pgm,1
Siamese\ATT_Data\s8\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s37\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s7\5.pgm,Siamese\ATT_Data\s7\2.pgm,1
Siamese\ATT_Data\s8\2.pgm,Siamese\ATT_Data\s8\7.pgm,1
Siamese\ATT_Data\s9\5.pgm,Siamese\ATT_Data\s9\7.pgm,1
Siamese\ATT_Data\s2\8.pgm,Siamese\ATT_Data\s2\3.pgm,1
Siamese\ATT_Data\s27\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s36\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s16\4.pgm,Siamese\ATT_Data\s16\8.pgm,1
Siamese\ATT_Data\s25\2.pgm,Siamese\ATT_Data\s25\5.pgm,1
Siamese\ATT_Data\s20\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s13\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s26\9.pgm,Siamese\ATT_Data\s26\3.pgm,1
Siamese\ATT_Data\s34\3.pgm,Siamese\ATT_Data\s34\8.pgm,1
Siamese\ATT_Data\s13\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s10\3.pgm,Siamese\ATT_Data\s10\6.pgm,1
Siamese\ATT_Data\s10\6.pgm,Siamese\ATT_Data\s10\10.pgm,1
Siamese\ATT_Data\s29\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s18\10.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s10\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s10\3.pgm,Siamese\ATT_Data\s10\1.pgm,1
Siamese\ATT_Data\s17\7.pgm,Siamese\ATT_Data\s17\4.pgm,1
Siamese\ATT_Data\s4\3.pgm,Siamese\ATT_Data\s4\3.pgm,1
Siamese\ATT_Data\s31\2.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s26\5.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s11\6.pgm,Siamese\ATT_Data\s11\9.pgm,1
Siamese\ATT_Data\s38\2.pgm,Siamese\ATT_Data\s38\3.pgm,1
Siamese\ATT_Data\s12\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s5\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s28\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s5\10.pgm,Siamese\ATT_Data\s5\4.pgm,1
Siamese\ATT_Data\s36\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s34\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s32\8.pgm,Siamese\ATT_Data\s32\4.pgm,1
Siamese\ATT_Data\s12\10.pgm,Siamese\ATT_Data\s12\7.pgm,1
Siamese\ATT_Data\s13\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s33\7.pgm,Siamese\ATT_Data\s33\5.pgm,1
Siamese\ATT_Data\s19\9.pgm,Siamese\ATT_Data\s19\4.pgm,1
Siamese\ATT_Data\s38\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s22\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s8\4.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s7\1.pgm,Siamese\ATT_Data\s7\9.pgm,1
Siamese\ATT_Data\s39\10.pgm,Siamese\ATT_Data\s39\7.pgm,1
Siamese\ATT_Data\s19\2.pgm,Siamese\ATT_Data\s19\8.pgm,1
Siamese\ATT_Data\s38\8.pgm,Siamese\ATT_Data\s38\10.pgm,1
Siamese\ATT_Data\s9\5.pgm,Siamese\ATT_Data\s9\4.pgm,1
Siamese\ATT_Data\s5\3.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s23\4.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s1\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s15\5.pgm,Siamese\ATT_Data\s15\10.pgm,1
Siamese\ATT_Data\s18\7.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s31\7.pgm,Siamese\ATT_Data\s31\8.pgm,1
Siamese\ATT_Data\s25\9.pgm,Siamese\ATT_Data\s25\9.pgm,1
Siamese\ATT_Data\s27\7.pgm,Siamese\ATT_Data\s27\3.pgm,1
Siamese\ATT_Data\s32\10.pgm,Siamese\ATT_Data\s32\4.pgm,1
Siamese\ATT_Data\s40\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s7\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s17\3.pgm,Siamese\ATT_Data\s17\10.pgm,1
Siamese\ATT_Data\s9\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s17\9.pgm,Siamese\ATT_Data\s17\3.pgm,1
Siamese\ATT_Data\s14\5.pgm,Siamese\ATT_Data\s14\9.pgm,1
Siamese\ATT_Data\s20\7.pgm,Siamese\ATT_Data\s20\5.pgm,1
Siamese\ATT_Data\s5\4.pgm,Siamese\ATT_Data\s5\3.pgm,1
Siamese\ATT_Data\s25\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
